Carimbo de data/hora;NOME, APELIDO, OU NÚMERO (PARA CONTROLE INTERNO);1-	QUAL A SUA IDADE?;2-	QUAL O SEU SEXO?;3-	QUAL A SUA CIDADE E ESTADO?;4-	QUAL A SUA ESCOLARIDADE?;5-	QUAL A SUA PROFISSÃO/OCUPAÇÃO?;6-	VOCÊ PENSA NA FOFOCA COMO UMA COISA: ;7-	QUANDO A FOFOCA É A SEU RESPEITO, VOCÊ ACHA ISSO:;8-	PARA VOCÊ, O QUE É A FOFOCA? (ESCREVA UMA DEFINIÇÃO) ;9-    É POSSÍVEL VIVER SEM FOFOCAR?;10-	VOCÊ FOFOCA: ;11- PARA VOCÊ O QUE É UM(A) FOFOQUEIRO(A)?;12-	VOCÊ SE ACHA FOFOQUEIRO(A)?;13-	VOCÊ ACHA QUE (MORALMENTE) SER FOFOQUEIRO É:;14 - QUEM VOCÊ ACHA QUE FOFOCA MAIS?;15 - EM QUAL IDADE SE FOFOCA MAIS ? (marque no máximo 2);16-	VOCÊ CONHECE PESSOALMENTE UMA PESSOA FOFOQUEIRA?;17- VOCÊ ACHA QUE O QUE SE FALA NA FOFOCA É SEMPRE NEGATIVO?;18-	QUAIS TEMAS VOCÊ ACHA MAIS FREQUENTES NA FOFOCA? (MARQUE TODAS QUE SE APLICAM);19-	QUE TEMA(S) TE INTERESSA(M) MAIS EM UMA FOFOCA?;20- VOCÊ JÁ APRENDEU ALGO QUE PUDESSE USAR PARA A SUA VIDA NUMA FOFOCA? SE SIM, O QUÊ?;21-	VOCÊ CONHECE ALGUM CASO INTERESSANTE DE FOFOCA? GOSTARIA DE CONTÁ-LO RESUMIDAMENTE? (não precisa dar nomes);22-	O QUE VOCÊ ACHA QUE NÃO É ASSUNTO DE FOFOCA?OU O QUE NÃO É FOFOCA?;23-	ONDE AS PESSOAS FOFOCAM MAIS (em que lugares ou situações)?;24- MARQUE AS OPÇÕES QUE VOCÊ ACHA RELACIONADAS À FOFOCA: (quantas quiser);25-	VOCÊ CONHECE ALGUMA FOFOCA QUE AJUDOU ALGUÉM?;26-	VOCÊ CONHECE ALGUMA FOFOCA QUE PREJUDICOU ALGUÉM? ;27-	VOCÊ JÁ FOI PREJUDICADO(A) POR UMA FOFOCA NEGATIVA? ;28- VOCÊ JÁ PREJUDICOU ALGUÉM COM UMA FOFOCA NEGATIVA?;29- O QUE VOCÊ SENTE QUANDO FAZ (CONTA) UMA FOFOCA?;30- O QUE VOCÊ SENTE QUANDO OUVE UMA FOFOCA?;31-	O QUE VOCÊ FAZ OU SENTE QUANDO CHEGA ATÉ VOCÊ FOFOCA SOBRE UMA PESSOA QUE É SUA AMIGA OU PARENTE QUERIDO?;32- VOCÊ ACHA QUE TAMBÉM SE PODE FOFOCAR POR ESCRITO OU PELA INTERNET? SE SIM, COMO ACHA QUE MAIS SE FOFOCA HOJE EM DIA (PELA FALA PRESENCIAL OU PELA INTERNET)?;33-	 CONHECE ALGUM TERMO DIFERENTE, CURIOSO OU REGIONAL PARA DIZER “FOFOCA” OU “FOFOQUEIRO” QUE NÃO TENHA SIDO MENCIONADO AQUI? SE SIM, QUAL (QUAIS)?
11/13/2019 21:18:37;Ruiva;38;FEMININO;SANTO ANDRÉ - SP;ENSINO SUPERIOR;Coord de vendas;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Contar algo antes de outra pessoa. ;SIM;POUCO;Espalhados de noticias;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS, BOATOS;Não curto fofocas;Nao;Nao;;Rodinhas;BOATO, SEGREDO, CURIOSIDADE, TAGARELA, DIVERSÃO, FAKE NEWS, FUXICO, CONVERSA, COXIXO;NÃO;NÃO;NÃO;NÃO;Não sou de fofoca;Não dou atenção. Geralmente não é assunto do meu interesse.;Não costuma chegar;NÃO;Não 
11/13/2019 21:41:20;Mylla;27;FEMININO;MANAUS - AM;ENSINO FUNDAMENTAL;artesã;RUIM/NEGATIVA;RUIM;falta de afinidade;SIM;NADA;alguém que fala sobre intimidades da vida alheia;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, MENTIRAS;noticias de famosos;que não devemos confiar 100% nas pessoas;não;intimidade de amigos;Festas de familia kkkkk;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, FAKE NEWS, MANIPULAÇÃO;SIM;SIM;SIM;SIM;nao faço mais;fico na minha;vergonha;SIM, INTERNET;linguarudo
11/13/2019 21:53:22;1234590;27;FEMININO;CAXIAS DO SUL - RS;ENSINO SUPERIOR;Medica;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Importância dada a assuntos de outras pessoas;NÃO;MEDIANAMENTE;Pessoa que fala sobre a vida dos outros para outras pessoas ;SIM;NORMAL;HOMENS;ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;.;Não ;Não ;.;Trabalho;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, CURIOSIDADE, AMIZADE, ESCONDIDO, NOVIDADE, DIVERSÃO, INFORMAÇÃO, CONVERSA;SIM;SIM;SIM;SIM;.;.;Nada;SIM, FALA PRESENCIAL;
11/13/2019 22:38:46;Nany;28;FEMININO;RIO DAS OSTRAS RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Publicitária;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Contar uma informação que não é sua ou sobre si mesma;NÃO SEI;MEDIANAMENTE;Quem busca informações da vida de outras pessoas sem o conhecimento ou consentimento do alvo;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Profissionais;Sim, que certos clientes são caloteiros ou não confiáveis, e tipos de pessoas que devo ficar longe;;Crimes;Atualmente no whatsapp;MENTIRA, IMPLICÂNCIA, SEGREDO, INTIMIDADE, CURIOSIDADE, AMIZADE, INIMIZADE, CONTROLE, BASTIDORES, INSINUAÇÃO, NOVIDADE, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, COXIXO;SIM;SIM;SIM;SIM;Nada;Depende do assunto;Verifico se é verdade;SIM, INTERNET;Babado
11/13/2019 23:05:06;Bella Costa;23;FEMININO;SÃO PAULO - SP;ENSINO SUPERIOR;Consultora tributaria;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Uma historia mal contada ou inventada ;NÃO;POUCO;Uma pessoa que fofoca para conseguir atencao dos outros ;NÃO;RUIM;LGBTQs;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Vida alheia ;Sim. De quem não devo ser amiga ;Não lembro de nenhuma agora ;;Trabalho ;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, TRAIÇÃO, INIMIZADE;NÃO;SIM;SIM;SIM;Nada em especial ;Fico quieta e não repasso;Eu sinto o dever de contar ;SIM, INTERNET;
11/13/2019 23:19:21;Cris;22;FEMININO;GOIÂNIA - GO;ENSINO SUPERIOR;Professor;RUIM/NEGATIVA;RUIM;Comentarios sobre terceiros;SIM;NADA;Pessoa que fala da vida dos outros;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADOLESCENTES;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Nenhum;Nao;Nao;Falar sobre seus projetos. Fofoca sempre é sobre alguém que não esta presente;Cabelereiro;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, TRAIÇÃO;NÃO;SIM;NÃO;NÃO;Nao conto fofoca;Desinteresse;Fico chateada. ;SIM, INTERNET;Língua de cobra
11/13/2019 23:27:33;Jéssica S.;26;FEMININO;SÃO JOSÉ DOS PINHAIS - PR;ENSINO MÉDIO;;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;ficar falando sobre a vida de alguém ;NÃO;POUCO;uma pessoa que fala demais sobre a vida dos outros e conhece vários fatos sobre a vida dos outros ;NÃO;RUIM;MULHERES;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;coisas engraçadas ou informações sobre o caráter da pessoa;acho que só informações sobre a pessoa não ser de confiança ;não;;trabalho, escola e igreja;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;se for entre amigos, me sinto feliz porque normalmente só conto fofocas engraçadas ;depende da fofoca;não me sinto bem, principalmente porque sinto que estou ajudando a trair a confiança da pessoa ;SIM, FALA PRESENCIAL;não
11/13/2019 23:29:06;Gabriela;25;FEMININO;PORTO ALEGRE - RS;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar sobre alguém sem a intenção que este saiba o que está sendo dito;SIM;POUCO;Alguém que tem como principal foco de conversa fatos da vida de outra pessoa ;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Saber sobre como estão vivendo pessoas que antes eram próximas, tentar entender a motivação para as ações das pessoas que conheço ;"Que nem sempre as pessoas acreditam na versão ""oficial"" de uma historia";;Conversas sobre ações públicas e/ou que afetam diretamente quem está falando;Entre amigos próximos, em durante as refeicoes ou em bares, em viagens em grupo, em reencontros se colegas/amigos...;SEGREDO, CONFUSÃO, CURIOSIDADE, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, BASTIDORES, INSINUAÇÃO, NOVIDADE, CONVERSA;SIM;SIM;SIM;NÃO;Euforia, sensação de pertencimento a um grupo, foco de atenção ;Depende, se há juízo moral discordante costumo sentir desconforto, se não, euforia. Se for sobre alguém que eu não me importo indiferença e desconforto;Gosto de ouvir atentamente para na medida do possível esclarecer as coisas, bem como usar o que foi dito para compreender melhor essa pessoa ;SIM, FALA PRESENCIAL;
11/14/2019 0:01:13;Lalla;23;FEMININO;SÃO PAULO - SP;ENSINO MÉDIO;Groomer;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Um costume/característica social humana para se comunicarem;SIM;MEDIANAMENTE;Uma pessoa que fala demais sobre os outros;NÃO;NORMAL;MULHERES;IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Temas sexuais, pessoas que estou afim ;Não que eu me lembre;Não;Sempre associei a fofoca a comentários sobre a vida pessoal de um indivíduo;Quando se reúnem em um ambiente tranquilo, cozinha, ambiente de trabalho, quarto da amiga;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, COXIXO;SIM;SIM;SIM;NÃO;Bem, dependendo da situação;Bem ou desconfortável, dependendo da situação;Primeiro eu ouço oq eu a pessoa tem a dizer, depois procuro a veracidade das fofocas antes de concluir algo;SIM, FALA PRESENCIAL;Não conheço
11/14/2019 0:04:23;33;20;FEMININO;GOIÂNIA - GO;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;contar notícias de outra pessoa;NÃO;MEDIANAMENTE;uma pessoa que passa informação de outros;SIM;NORMAL;MULHERES;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;;sim,informações de outras pessoas que eu guardei ;não ;qualquer coisa pode ser assunto de fofoca;casa com amigas,colégios/faculdades,bar;MENTIRA, BOATO, SEGREDO, INTIMIDADE, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, AMIZADE, INIMIZADE, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO;NÃO;SIM;NÃO;NÃO;importante por saber mais coisas e ser fonte de informação ;depende da fofoca,mas na maioria das vezes feliz;depende doq é a fofoca ue;SIM;nao
11/14/2019 0:36:52;Paula Izabela ;41;FEMININO;JUAZEIRO - CE;PÓS-GRADUAÇÃO - PROFISSIONAL;Assessora pedagógica;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Comentários que podem ser maldosos ou não.;SIM;POUCO;Alguém viciado em fofocas maldosas.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Nenhum tema. A não ser que seja alguém me advertindo que alguém está armando contra mim. ;Já me livrei de muita emboscada por pessoas que vieram me avisar de armações contra mim. Me avisaram porque traíram a confiança de quem estava me traindo.;Esse ano me acusaram de ter um caso com um homem casado e infernizar a esposa. O rapaz em questão nunca encostou em mim, nem somos amigos e ele está separado há quase 10 anos. Já foi até noivo de outra nesse tempo. Embora a ex queira voltar com ele. Quem espalhou esse boato gosta dele e fez isso porque pensou que ele gostasse de mim. Foi um auê porque colocou muitas pessoas umas contra as outras. ;Notícia de política ou outro tema público.;Em grupos familiares ou de amigos.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, AFRONTA, TRAIÇÃO, CURIOSIDADE, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, DIVERSÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, PECADO, COXIXO;SIM;SIM;SIM;SIM;Depende da fofoca. Quando conto em casa as falsidades do trabalho, sinto alívio.;Depende do teor, pode ser algo bom ou ruim.;Defendo a pessoa.;SIM, INTERNET;Mimi fofoqueira. Não lembro a origem. Minha mãe que fala. Acho que era uma personagem de novela.
11/14/2019 0:46:36;Priscila;18;FEMININO;Santa Catarina;ENSINO MÉDIO;Aux ADM;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Repercussão de um fato/boato ocorrido com terceiros (geralmente negativo), sem ter relevância alguma na vida de quem propaga.;SIM;POUCO;Na mesma linha de raciocínio da definição de fofoca: Alguém que espalha (sem autorização) fatos ou boatos negativos da vida pessoal de outra pessoa, sem que ela saiba.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;No geral, algo que envolva mais de 1 conhecido na história. Pra dar aquele desenrolar de novela mexicana e descobrir que na verdade, o cara que engravidou a menina que estudava no ensino médio da antiga escola, é na verdade o seu professor da facul, que fica a km de distância. ;Geralmente exemplos do que não se fazer, quando a fofoca é sobre vacilos alheios. ;;Falar respeitosamente de alguém em sua ausência ;Onibus ;BOATO, SEGREDO, INTIMIDADE, SUSSURRO, INIMIZADE, INSINUAÇÃO, FUXICO, COXIXO;SIM;SIM;SIM;SIM;Se for de alguém REALMENTE deplorável, uma leve adrenalina e alívio ;Repulsa ;Se souber da versão real dou meu ponto de vista a quem esta me informando, no intuito de mudar sua opinião. ;SIM, FALA PRESENCIAL;
11/14/2019 0:48:19;Kah;26;FEMININO;TANGARÁ DA SERRA - MS;ENSINO SUPERIOR;Autônoma ;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Veneno e manipulação. Mas pode ser controlado e usado pra algo bom. ;SIM;NADA;Alguém que vê defeito em todos. ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Psicológicos ;Como não me comportar ;Nao conheço. ;Coisas graves;Festas;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, INIMIZADE, COMPETIÇÃO, ESCONDIDO, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Não conto;Tristeza ;Revolta ;SIM, INTERNET;
11/14/2019 1:20:05;Carolina;28;FEMININO;BRASÍLIA - DF;ENSINO SUPERIOR;Advogada;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar coisas sobre alguém, pode ser verdadeiro ou não, bom ou ruim.;NÃO;MEDIANAMENTE;Quase todo mundo;SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS, BOATOS;Coisas de trabalho e sexo;A convencer as pessoas a estarem a seu lado. ;;Racismo e preconceito.;Em todos os lugares.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;SIM;SIM;NÃO;NÃO;Acho o máximo.;Acho o máximo.;Escuto.;SIM, FALA PRESENCIAL, INTERNET;
11/14/2019 6:19:42;Joi;19;FEMININO;SÃO PAULO - SP;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar sobre alguém ou sobre alguma situação da vida de outra pessoa ;SIM;MUITO;Pessoa que fala dos outros;SIM, MUITO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, BOATOS, MENTIRAS;Sobre a vida dos famosos ;Nao que eu me lembre;Gabi Brandt com Saulo Poncio. Único que me vem à mente, essa história daria um filme kkk;Incluir crianças em algumas situações que os pais erraram. Criança não tem culpa de nada ;No trabalho ;BOATO, CONFUSÃO, TRAIÇÃO, AMIZADE, INIMIZADE, COMPETIÇÃO, BASTIDORES, INFORMAÇÃO, FAKE NEWS;SIM;SIM;SIM;NÃO;Sinto como se estivesse contando uma história ;Normal ;Eu tento ouvir o que supostamente aconteceu, se não me atingir diretamente eu guardo p mim. ;SIM, INTERNET;Não me lembro 
11/14/2019 6:20:33;Tai;22;FEMININO;ARAQUARI - SC;ENSINO MÉDIO;Autônoma;RUIM/NEGATIVA;RUIM;Falar e inventar coisas da vida alheia sem ter embasamento e dessa forma acabar atingindo de alguma forma a vida da pessoa.;NÃO SEI;MEDIANAMENTE;Pessoa que fala sem embasamento sobre a vida do outro e gera assim uma repercussão avassaladora.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;NÃO;JULGAMENTOS MORAIS SOBRE AS PESSOAS;Nenhum;Não;Nada;Talvez assunto de doença, superação de dificuldades...;Não sei dizer;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, CONFUSÃO, IRONIA, TRAIÇÃO, CURIOSIDADE, INIMIZADE, INSINUAÇÃO, NOVIDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO;NÃO;SIM;SIM;NÃO;Evito fazer, nas se acontecer sei que certamente não estarei denegrindo a imagem de ninguém;Euforia, decepção...;Apenas ouço e ignoro.;SIM, FALA PRESENCIAL, INTERNET;
11/14/2019 7:03:48;Claire ;21;FEMININO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;Esteticista ;RUIM/NEGATIVA;RUIM;Ato de espalhar mentiras, e/ou alterar informações ;SIM;NADA;Desocupado ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Nenhum;Nao confiar em ninguém ;Na minha família, fazem fofoca minha e do meu namorado, criando histórias absurdas, que ele é traficante e que rouba. Acho isso intolerável, os pais dele não conversam mais com os familiares que fazem esses tipos de falcatrua. ;Nada deveria ser assunto de fofoca ;Reunião de família/ amigos, bares e salão de beleza ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, TRAIÇÃO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Não faço fofoca, tenho consciência do quanto machuca.;Desgosto, de quem conta ;Converso com a pessoa que foi citada;SIM, FALA PRESENCIAL, INTERNET;Falcatrua 
11/14/2019 7:04:20;Thy;25;FEMININO;DUQUE DE CAXIAS - RJ ;ENSINO MÉDIO;Op de lj;RUIM/NEGATIVA;RUIM;Falta do que fazer;SIM;NADA;Pessoas que não tem o que fazer. ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS;Conquistas ;Não. ;Não. ;Vida dos outros. ;Colégio ;MENTIRA, BOATO, IMPLICÂNCIA, CURIOSIDADE, INIMIZADE, CONVERSA, COXIXO;NÃO;SIM;SIM;NÃO;... ;Bem revoltada. ;Digo p não me envolver em tão situação. ;SIM;Nai
11/14/2019 7:16:44;Jessica;27;FEMININO;SÃO PAULO - SP;ENSINO SUPERIOR;ESTUDANTE;RUIM/NEGATIVA;RUIM;Falar vida alheia;SIM;POUCO;Fala da vida de todo mundo;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;NÃO;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;;;;;;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, IRONIA, AFRONTA, TRAIÇÃO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO;;;;;;;;;
